geom,value
POINT(-95.4263163271592 29.8883152101674),156384.77105646624
POINT(-95.6658693822173 29.677335297838),479506.56764977856
POINT(-96.6368945016379 33.2017067029982),284879.08931017056
POINT(-95.4231037440656 30.1086359827303),368584.33049112576
POINT(-96.662749954604 32.759522442835),135269.88360241152
POINT(-97.4363394523536 27.7184374068222),203952.19553183392
POINT(-98.5207806522279 29.4449507563228),207059.04652437152
POINT(-97.760752461296 30.2307143618711),294334.34250905248
POINT(-95.4833172114101 30.0672642774525),409133.9689690416
POINT(-95.2888061020435 29.4623674792811),372355.49322103424
POINT(-98.4847642405569 29.3557937185033),228346.74194836096
POINT(-95.4040330737217 29.6146443553715),379447.03745581344
POINT(-94.2056143726357 30.1650252760705),253020.41535073888
POINT(-96.9394370995672 32.9303094761013),744970.28276897024
POINT(-98.6428983337008 29.3829901264535),412711.84717571328
POINT(-96.7927238955155 32.8259931295401),1067618.7146150016
POINT(-95.2317149918706 30.0756450257645),278875.53756046592
POINT(-101.913920814314 35.1909486574047),156394.03984417344
POINT(-96.9537576810457 32.8358060683212),531396.282528528
POINT(-95.5657499075791 29.6982025611913),168481.30750976576
POINT(-97.1293194411897 32.6627956008642),516658.920035064
POINT(-97.090837348061 32.9544080794846),466529.81403633888
POINT(-96.6937914018762 33.110514918112),742686.00207296736
POINT(-97.6343394117645 30.4430420658738),507102.01343559904
POINT(-97.4915599355849 25.9789960512283),440265.90276630048
POINT(-96.7532360942509 33.1183797012832),571843.79913503584
POINT(-95.4828661285743 29.7739820152383),481298.89479885664
POINT(-98.1170323524601 32.6089159220541),310356.70144864416
POINT(-97.339350499135 32.2526467450852),432761.97826687136
POINT(-97.7450380679 30.4156981384034),444251.31554050208
POINT(-97.2987730197868 32.882612322972),335420.57607765472
POINT(-95.8432251271728 30.1583343411767),422026.1072283184
POINT(-97.5419706700813 32.8960937276612),221441.00991958496
POINT(-98.5759486874975 28.9085288962995),414175.70466848224
POINT(-95.4209986006824 29.5650364600578),525195.6484908592
POINT(-96.8763077001151 32.5057522287799),434012.3277862448
POINT(-95.4254024670056 29.775828568115),939872.54783413024
POINT(-95.7940790820989 30.3362351297975),326073.78348646848
POINT(-95.4601328575868 29.169097789591),607442.31713432
POINT(-97.362463661846 32.621811848126),486112.87557372
POINT(-98.239903984593 26.2966759218017),452250.32711769856
POINT(-101.874233670993 35.2013039211632),339653.224147392
POINT(-95.5210903370859 30.1397329642983),990105.45065764256
POINT(-97.4991005794189 32.7630090867046),1022731.1394463888
POINT(-98.325457884708 29.5284921351419),326730.8501954464
POINT(-98.2086864210536 29.8474245975536),423912.22394073824
POINT(-97.7009969225126 30.3699514470233),203366.598201696
POINT(-97.1908454228958 33.4595482144344),278288.29962955136
POINT(-97.6881622443526 30.348142788548),242736.53483055488
POINT(-97.8780901538459 30.2973469184803),1015127.112966496
POINT(-98.6614966197723 29.5326719262255),769605.1712556
POINT(-97.6917091378542 30.3646382782838),195635.91066048192
POINT(-98.7308180089622 29.4921620717318),418522.36405765824
POINT(-95.6871220294006 29.8791928960349),271522.851674392
POINT(-97.7897393544323 30.2379142726846),238023.568388376
POINT(-98.5242725583736 29.4608767190134),217795.2540732144
POINT(-96.8202095044563 33.0114423732174),325824.39675042464
POINT(-97.1515218061642 31.5226261567919),225495.478894824
POINT(-95.1750005788873 32.3287766462005),301487.06739843392
POINT(-96.8306874922402 32.9977430131713),412641.91594737984
POINT(-98.2204526808848 26.1637992892699),288983.346720952
POINT(-95.714590982171 29.7473897719891),1261763.2335963952
POINT(-95.4832725292201 29.7532365191409),425936.70177947264
POINT(-97.9297519208625 28.9131878152942),207303.27238909568
POINT(-96.8058297427473 32.95503226768),385854.01515540096
POINT(-98.5672125423754 29.5069376753913),268765.72461208864
POINT(-98.30470171948 26.2654226820374),338865.9611010144
POINT(-97.4273454330666 32.7163227683429),609161.08759256
POINT(-96.8779953731984 33.1639886546488),836519.4575188848
POINT(-97.0092273460464 33.0120514279283),719396.33116557216
POINT(-98.1516140562806 29.1899306467821),340033.0794267024
POINT(-96.6743113171974 33.2236383030094),451146.29288459488
POINT(-95.5374259065012 29.7462545635838),355038.192594912
POINT(-95.3326128441147 29.7976097310683),203777.65839662592
POINT(-97.7648954705504 30.366177013489),1072187.2837458688
POINT(-95.2225787790373 29.6571231845634),420010.3815170576
POINT(-94.9418168709714 29.4025778068849),146873.4216931616
POINT(-97.5959885779902 30.4875963238891),543037.46934364992
POINT(-96.8720875477582 30.3799670826538),252362.96857099072
POINT(-95.7691494126448 30.1889934679324),950528.4207298368
POINT(-98.4909047509987 29.3244544981398),273232.97212958848
POINT(-97.7252612373499 30.7281507261654),293982.05158492288
POINT(-95.4343105180276 29.8083135320225),366003.487035144
POINT(-98.9228546428738 26.408558394548),275331.11521238816
POINT(-96.6222645717611 33.6584804311747),278940.72695955232
POINT(-95.2110395413766 29.5553489710547),1100709.9192558944
POINT(-97.8536372273881 27.4668060916845),219183.633123032
POINT(-97.0095242361909 28.8804872635961),438678.17576148064
POINT(-95.5993730690651 33.1180876764817),244076.55541064448
POINT(-97.5804339292548 26.2964799828503),295245.31105547008
POINT(-98.4296525219778 29.4352347038075),183308.378836672
POINT(-96.7238865317697 33.0984416353206),842708.784828072
POINT(-96.4789828744732 33.5332645624568),297789.3321323152
POINT(-95.5875003510233 30.3559662363767),395412.48986105568
POINT(-95.6769022420533 33.0700305374767),384342.45350713056
POINT(-102.226200921132 31.9101176651181),529831.49993500032
POINT(-95.5513954051263 30.7075472734922),134149.78524511616
POINT(-95.5981630522223 29.6695546547087),290586.614457928
POINT(-97.1564330743049 32.6408529579911),769365.44323589152
POINT(-97.0863452903568 32.6859806545159),238205.61504758464
POINT(-95.4278817169706 29.9489967170905),161121.98765715808
POINT(-96.8153450992746 32.6163656051768),123061.24742369632
POINT(-96.3087694202234 30.5846641359235),343932.40432025952
POINT(-95.1315776344322 32.4871495519274),324941.81516261376
POINT(-98.6701407092219 29.3977657663435),260187.61305946112
POINT(-94.8429641437524 29.2682671003464),552494.136217064
POINT(-100.440822928912 31.4550535658482),410317.2433250848
POINT(-97.0081886539169 33.1579499447722),721840.92058345408
POINT(-97.4187870543482 32.6687716413486),276769.60589417728
POINT(-94.0487922863745 33.4777092138246),791090.694339856
POINT(-97.6886021847305 30.6544054636268),366629.34454794816
POINT(-106.311403681371 31.7523367426467),212028.28286464224
POINT(-101.95699688223 33.6160962626053),329535.780900088
POINT(-97.4581017980401 25.9009652701917),135460.7255118016
POINT(-95.3127285889975 32.2647358610182),289101.917926624
POINT(-101.833401775757 35.8311854443135),433023.68791070592
POINT(-97.8925131902955 30.1815338672273),757738.52881886752
POINT(-96.7137974811712 33.0556465104179),492258.60982011072
POINT(-95.4636454472798 29.7398141792546),478089.28216910688
POINT(-97.3697778286554 32.8727562708781),536399.563572352
POINT(-95.2654943350985 29.6303366551385),181571.96846176416
POINT(-99.7847741294185 32.3560101716628),389836.4548807696
POINT(-98.6834310405922 29.7545248123614),510364.0493411104
POINT(-102.067579643826 31.9946429564771),401688.89276742784
POINT(-106.316187761298 31.7780308273656),391033.193190408
POINT(-98.6820040920345 29.7313947427033),587621.1172702288
POINT(-96.9725311176588 31.0743521583265),229252.28656306624
POINT(-95.1273917598034 29.6829750307389),296299.61917585152
POINT(-95.443426118741 29.7814654784078),917695.07880834816
POINT(-95.2350422367337 29.6359803248029),141786.82580454816
POINT(-95.6414100430383 29.6799718576703),548204.50285546912
POINT(-95.398131180073 30.1372461418925),873556.36395492416
POINT(-97.8366381441842 32.2800133498082),359829.91428805696
POINT(-97.0151684646885 32.8280668106633),276395.62908501056
POINT(-96.3628547199464 30.6439081344679),131036.75389617216
POINT(-95.1003464645645 31.8015011965305),331703.003671416
POINT(-97.9058213648414 30.2616867295635),520256.78397217504
POINT(-95.4754056858594 30.1552528692299),857657.59491521248
POINT(-96.6090660659346 32.7594927275251),235093.35314381536
POINT(-97.7037562563724 30.3877770448345),290602.5077805504
POINT(-98.0475763949397 29.4733193401021),390332.90744784928
POINT(-97.7247539132675 30.2786480667106),506216.47652735008
POINT(-96.9883774612547 33.5778455582851),317865.37762875424
POINT(-95.4398795841318 30.0285264865928),221939.46569612992
POINT(-98.9794907650504 29.6504819250698),334735.5066752992
POINT(-97.1815617172451 32.7487730006218),263525.98274307424
POINT(-97.8356942139964 30.17549554121),383790.09482288128
POINT(-97.5982753916388 27.9537589786292),397898.20404351648
POINT(-106.331880325496 31.6845245991916),206796.67193750176
POINT(-96.3066646370632 30.6267226202803),121192.97817084576
POINT(-97.5765535737401 28.0836166621301),470556.21530581312
POINT(-95.4198156900648 33.6798258237721),408030.329686712
POINT(-96.808332442577 33.0574315720488),1230827.094422176
POINT(-97.6360112730657 31.0532595013348),487902.97267357312
POINT(-99.7944860302401 32.434911598242),330105.39144922752
POINT(-96.7040380041958 32.8734684775266),754935.01689177728
POINT(-98.1865368525506 29.7430927099728),698860.46505426208
POINT(-96.7042953747625 32.9737199348786),466123.65791411488
POINT(-96.8629583832653 32.6352316138648),136259.97414718752
POINT(-102.341856382913 34.582157180578),190690.4852826448
POINT(-97.5432181381798 32.4726185823083),385113.74051654944
POINT(-100.241852781867 35.2103055340747),308345.53963396384
POINT(-98.5356632048701 29.3494643149856),175329.10840086784
POINT(-97.7362357627999 30.4277340782536),752730.26964128
POINT(-95.0955662288984 32.1690596553322),239993.62967498304
POINT(-95.5595755323928 29.7543819363936),200791.26711370976
POINT(-98.2244115098341 32.2281696652047),254096.90883949792
POINT(-97.8549537060763 29.996802034158),494617.254859232
POINT(-98.5530681243677 29.471177784838),251285.60969429536
POINT(-95.1707980709653 29.6788684698435),142799.92449935552
POINT(-97.0977858034172 33.0289936702749),1241039.3674670304
POINT(-97.7834555154343 26.4698270560782),382093.9311874272
POINT(-99.4600381776699 27.47358471805),227888.92261135872
POINT(-95.6362845700582 29.9035242839921),227035.78588739072
POINT(-98.6562332573132 29.5196640295548),680142.1751192864
POINT(-106.460267773635 31.7694815783449),149650.19689427776
POINT(-95.1901887259929 29.6942667276994),314800.84644755936
POINT(-95.0703217518443 29.4831562867351),508274.12033917056
POINT(-97.7590316354583 30.2520290846478),664771.104790792
POINT(-95.595016869334 29.7808821657317),372177.192276232
POINT(-95.7546699290144 29.771700091956),318363.74839538784
POINT(-96.7109620099721 33.0770732187876),350796.85526293248
POINT(-96.8198169130366 32.9373141110104),394244.055345344
POINT(-101.921136928374 33.5665623557942),282109.11873108736
POINT(-101.936833100698 33.6095119061493),357188.02346969856
POINT(-101.378438606503 35.6767954690356),120826.93187543456
POINT(-97.1628577620513 32.9046708348017),1277366.6729899424
POINT(-96.6216372861876 32.9852966410842),695422.387093624
POINT(-96.8772532958599 32.8541101905393),153075.32523769568
POINT(-97.433465221455 32.7086408079226),493772.6740546496
POINT(-97.0776462587079 32.8235363541015),316861.42464607616
POINT(-100.492320323707 31.4207350931401),317986.86002570624
POINT(-96.9836088856798 33.0175774186518),185166.08553901088
POINT(-97.0962586403312 32.6754546806597),267223.24577049632
POINT(-96.5985476303749 32.7728367982517),321046.27908320288
POINT(-102.512146173267 31.8433292590039),318801.491656776
POINT(-97.292555139247 30.0914879041554),493046.91269112512
POINT(-95.2502754073878 30.2043816681972),368013.06005689024
POINT(-98.6717144340223 29.4940573158182),355848.89789040992
POINT(-95.7329859560965 30.1012265996232),235987.20213559648
POINT(-101.112959819396 34.8813120694708),360439.94897787232
POINT(-98.6443740196214 29.5049311314149),409505.14318395744
POINT(-96.5653109770036 33.049430678338),592968.57895021909
POINT(-95.7308663495962 29.7596119545988),555399.74982946133
POINT(-95.719539037117 28.98248857936),418171.82918657013
POINT(-96.7634431471492 33.0414279240649),460463.20534135797
POINT(-95.3878923194411 29.7468412853598),651783.05760151509
POINT(-96.8791512934527 32.9868756299686),346332.00711851637
POINT(-96.128354164696 33.40091590167),273745.49543490837
POINT(-98.6811998052757 29.4970100110428),258851.10516845493
POINT(-96.7575957654625 32.9923034879286),285943.53350822837
POINT(-95.3323605254293 29.6330707432049),121043.12015768501
POINT(-97.012636423681 33.0306767602391),464912.70283545525
POINT(-98.7098049538645 29.5190485202234),317773.68811887829
POINT(-97.7686887062399 30.5880805372252),817405.19100325077
POINT(-95.6017086547538 29.9215387654076),372921.25109990261
POINT(-98.5169776743028 33.9090921279798),145464.19392561333
POINT(-101.417984719311 32.3300527951879),318270.35862333269
POINT(-96.8482823982818 32.7003553901134),144329.86209144309
POINT(-95.204993011155 29.883528374235),327990.73597779445
POINT(-95.4956457786527 32.8880649847306),357677.42514589173
POINT(-96.7311411908823 32.994448697804),454313.88551802357
POINT(-97.3325216039754 32.7141377022244),138101.56942752565
POINT(-97.4174384950412 27.7317105501576),339900.73577198037
POINT(-99.7395901983787 32.3801318226021),662460.68346696149
POINT(-95.3860595609525 29.7743093352962),506152.16250177653
POINT(-97.0857113478431 32.5959082914354),521765.19349676149
POINT(-97.6945369633597 30.4342586162526),342120.12977997941
POINT(-97.7664425388447 30.4151434658879),924774.35634663189
POINT(-96.6704359742563 32.8414528895951),236541.03188774677
POINT(-101.934486032705 33.5113080832942),418923.86086483381
POINT(-98.637416922111 29.5722063202911),250050.76930287029
POINT(-98.73964475797 29.7974497132999),231323.36226585685
POINT(-95.3458486605594 29.8678922001667),218347.27909362773
POINT(-98.5008539122475 29.4195980498433),329330.89512538869
POINT(-96.3102705456312 30.6053052994368),167508.51234494869
POINT(-96.9979951940569 32.8225466757021),306488.58049329557
POINT(-97.914543790614 30.4217444190079),615302.80360595509
POINT(-106.245436965973 31.8247266099938),253799.16812928725
POINT(-98.2071858001019 29.5674398983037),243758.24887982773
POINT(-97.7980133712221 30.1786571021716),226517.71432984917
POINT(-95.1892371047236 29.8413438337003),302330.14260108949
POINT(-96.8249096333618 32.9505757801707),291038.96834330261
POINT(-97.9739312119588 29.7940304977318),278085.95405491861
POINT(-96.8533306689817 32.9656804948702),186508.25862530357
POINT(-93.8864380338475 30.532309432693),339058.05562952661
POINT(-98.4596769207733 29.6120135425999),487509.27423470549
POINT(-96.3220633932539 33.1950158124886),772010.51606165781
POINT(-97.6354183749921 26.1458407836934),263860.61600852245
POINT(-95.4182474575048 30.2144095630075),439887.59349460917
POINT(-106.236640755029 31.7746096694952),361553.52322209365
POINT(-96.6090564538288 32.9285074920632),389590.44385928789
POINT(-95.4060921780062 30.0014819262221),239689.09562653941
POINT(-95.1631086280916 29.7973904142413),496261.18041795125
POINT(-96.8246129687439 33.1429819409075),250089.80422212149
POINT(-95.3833655915527 30.9539087754235),217739.43171936469
POINT(-94.6702638983085 31.3493458513441),229888.00750806901
POINT(-97.4418294561611 32.6741696192597),529925.24141455221
POINT(-95.4558448680055 29.7271509122743),280275.73100205237
POINT(-98.9064430533281 29.3052465112686),334584.45265265141
POINT(-106.255145776773 31.6039420825695),187026.75110309685
POINT(-98.4094079141159 29.6772928213671),469691.20400060213
POINT(-101.785660260794 35.1993607388896),299355.76874329557
POINT(-97.7676185667817 26.0504932862151),326467.82842799573
POINT(-98.4663165798206 29.4108292667481),154684.07117339765
POINT(-101.893003443927 33.5563305511028),324126.39466140437
